v,v_eff,m,t
"[1.62072782e-05 2.81880445e-05 1.78246295e-05 ... 1.56173351e-03
 2.70021966e-05 1.82037074e-03]","[1.62072782e-05 2.81880445e-05 1.78246295e-05 ... 1.56173351e-03
 2.70021966e-05 1.82037074e-03]","[ 0.01207748 -0.01592772  0.01266577 ...  0.11855632 -0.01558909
  0.12799741]",1
"[[1.71601512e-06]
 [1.30552650e-05]
 [8.91521013e-08]
 [6.43860047e-06]
 [1.77533259e-05]
 [3.35411074e-06]
 [5.95971502e-10]]","[[1.71601512e-06]
 [1.30552650e-05]
 [8.91521013e-08]
 [6.43860047e-06]
 [1.77533259e-05]
 [3.35411074e-06]
 [5.95971502e-10]]","[[-3.92990280e-03]
 [ 1.08396211e-02]
 [-8.95750474e-04]
 [-7.61231924e-03]
 [-1.26404088e-02]
 [-5.49426944e-03]
 [ 7.32375827e-05]]",1
"[[1.18755584e-06]
 [8.84010763e-06]
 [6.92391006e-08]
 [4.26128672e-06]
 [1.18909937e-05]
 [2.35543212e-06]
 [1.51608377e-09]]","[[1.18755584e-06]
 [8.84010763e-06]
 [6.92391006e-08]
 [4.26128672e-06]
 [1.18909937e-05]
 [2.35543212e-06]
 [1.51608377e-09]]","[[-0.00326925]
 [ 0.0089197 ]
 [-0.0007894 ]
 [-0.00619287]
 [-0.010345  ]
 [-0.00460423]
 [ 0.00011681]]",1
"[[7.27373483e-07]
 [5.30589744e-06]
 [4.74057489e-08]
 [2.50042532e-06]
 [7.06099649e-06]
 [1.46334255e-06]
 [1.93735174e-09]]","[[7.27373483e-07]
 [5.30589744e-06]
 [4.74057489e-08]
 [2.50042532e-06]
 [7.06099649e-06]
 [1.46334255e-06]
 [1.93735174e-09]]","[[-0.00255859]
 [ 0.00691036]
 [-0.00065319]
 [-0.00474382]
 [-0.00797176]
 [-0.00362906]
 [ 0.00013205]]",1
"[[3.61317076e-07]
 [2.58663190e-06]
 [2.62050009e-08]
 [1.19214389e-06]
 [3.40642978e-06]
 [7.36936917e-07]
 [1.58753773e-09]]","[[3.61317076e-07]
 [2.58663190e-06]
 [2.62050009e-08]
 [1.19214389e-06]
 [3.40642978e-06]
 [7.36936917e-07]
 [1.58753773e-09]]","[[-0.00180329]
 [ 0.0048249 ]
 [-0.00048564]
 [-0.00327556]
 [-0.00553695]
 [-0.00257535]
 [ 0.00011953]]",1
"[[1.25297660e-07]
 [8.82789656e-07]
 [1.00357583e-08]
 [3.98500303e-07]
 [1.15136424e-06]
 [2.58877069e-07]
 [7.79001992e-10]]","[[1.25297660e-07]
 [8.82789656e-07]
 [1.00357583e-08]
 [3.98500303e-07]
 [1.15136424e-06]
 [2.58877069e-07]
 [7.79001992e-10]]","[[-1.06192228e-03]
 [ 2.81870660e-03]
 [-3.00535896e-04]
 [-1.89380641e-03]
 [-3.21904926e-03]
 [-1.52639891e-03]
 [ 8.37318215e-05]]",1
"[[9.96528408e-09]
 [6.91949133e-08]
 [8.76972565e-10]
 [3.06127078e-08]
 [8.94077868e-08]
 [2.08457951e-08]
 [8.12800312e-11]]","[[9.96528408e-09]
 [6.91949133e-08]
 [8.76972565e-10]
 [3.06127078e-08]
 [8.94077868e-08]
 [2.08457951e-08]
 [8.12800312e-11]]","[[-2.99478808e-04]
 [ 7.89147780e-04]
 [-8.88411678e-05]
 [-5.24894628e-04]
 [-8.97034047e-04]
 [-4.33142189e-04]
 [ 2.70466316e-05]]",1
"[[2.39799802e-08]
 [1.64288856e-07]
 [2.30269921e-09]
 [7.13121708e-08]
 [2.10420836e-07]
 [5.07423825e-08]
 [2.43145603e-10]]","[[2.39799802e-08]
 [1.64288856e-07]
 [2.30269921e-09]
 [7.13121708e-08]
 [2.10420836e-07]
 [5.07423825e-08]
 [2.43145603e-10]]","[[ 4.64564121e-04]
 [-1.21597685e-03]
 [ 1.43959344e-04]
 [ 8.01130162e-04]
 [ 1.37614953e-03]
 [ 6.75782097e-04]
 [-4.67793804e-05]]",1
"[[2.00926472e-08]
 [1.37253499e-07]
 [1.82308418e-09]
 [6.00150985e-08]
 [1.76361422e-07]
 [4.21517549e-08]
 [2.06655023e-10]]","[[2.00926472e-08]
 [1.37253499e-07]
 [1.82308418e-09]
 [6.00150985e-08]
 [1.76361422e-07]
 [4.21517549e-08]
 [2.06655023e-10]]","[[ 4.25245605e-04]
 [-1.11143218e-03]
 [ 1.28092770e-04]
 [ 7.34939376e-04]
 [ 1.25986221e-03]
 [ 6.15926776e-04]
 [-4.31265024e-05]]",1
"[[4.69293525e-09]
 [3.23841280e-08]
 [3.91789681e-10]
 [1.44007671e-08]
 [4.19352184e-08]
 [9.73588391e-09]
 [4.07549456e-11]]","[[4.69293525e-09]
 [3.23841280e-08]
 [3.91789681e-10]
 [1.44007671e-08]
 [4.19352184e-08]
 [9.73588391e-09]
 [4.07549456e-11]]","[[-2.05515005e-04]
 [ 5.39867717e-04]
 [-5.93810334e-05]
 [-3.60009589e-04]
 [-6.14342710e-04]
 [-2.96011748e-04]
 [ 1.91518801e-05]]",1
"[[3.82220709e-08]
 [2.60068823e-07]
 [3.48467103e-09]
 [1.13460879e-07]
 [3.33804778e-07]
 [8.02033512e-08]
 [4.12694927e-10]]","[[3.82220709e-08]
 [2.60068823e-07]
 [3.48467103e-09]
 [1.13460879e-07]
 [3.33804778e-07]
 [8.02033512e-08]
 [4.12694927e-10]]","[[ 5.86513971e-04]
 [-1.52990830e-03]
 [ 1.77093307e-04]
 [ 1.01051864e-03]
 [ 1.73327522e-03]
 [ 8.49605886e-04]
 [-6.09446826e-05]]",1
"[4.01421961e-07 1.58048337e-06 2.39854014e-06 ... 8.57854549e-05
 1.41940960e-06 7.36297782e-05]","[4.01421961e-07 1.58048337e-06 2.39854014e-06 ... 8.57854549e-05
 1.41940960e-06 7.36297782e-05]","[ 0.00190074 -0.00377152  0.00464617 ...  0.02778613 -0.00357417
  0.02574234]",1
"[[1.01651979e-09]
 [6.96243915e-09]
 [8.58097782e-11]
 [3.08181456e-09]
 [8.99575486e-09]
 [2.11055568e-09]
 [9.77513521e-12]]","[[1.01651979e-09]
 [6.96243915e-09]
 [8.58097782e-11]
 [3.08181456e-09]
 [8.99575486e-09]
 [2.11055568e-09]
 [9.77513521e-12]]","[[ 9.56487223e-05]
 [-2.50323695e-04]
 [ 2.77900702e-05]
 [ 1.66542280e-04]
 [ 2.84537860e-04]
 [ 1.37822354e-04]
 [-9.37956379e-06]]",1
"[[5.33533572e-09]
 [3.67195000e-08]
 [4.21515543e-10]
 [1.64339834e-08]
 [4.76848895e-08]
 [1.09807903e-08]
 [4.71202639e-11]]","[[5.33533572e-09]
 [3.67195000e-08]
 [4.21515543e-10]
 [1.64339834e-08]
 [4.76848895e-08]
 [1.09807903e-08]
 [4.71202639e-11]]","[[-2.19130147e-04]
 [ 5.74869985e-04]
 [-6.15925311e-05]
 [-3.84585297e-04]
 [-6.55106103e-04]
 [-3.14367798e-04]
 [ 2.05932604e-05]]",1
"[[2.82859363e-08]
 [1.92232093e-07]
 [2.43703376e-09]
 [8.45022284e-08]
 [2.47568841e-07]
 [5.88727135e-08]
 [3.04326510e-10]]","[[2.82859363e-08]
 [1.92232093e-07]
 [2.43703376e-09]
 [8.45022284e-08]
 [2.47568841e-07]
 [5.88727135e-08]
 [3.04326510e-10]]","[[ 5.04552700e-04]
 [-1.31532841e-03]
 [ 1.48098966e-04]
 [ 8.72078010e-04]
 [ 1.49268871e-03]
 [ 7.27910998e-04]
 [-5.23348698e-05]]",1
"[[1.16759043e-09]
 [7.97339761e-09]
 [9.33830821e-11]
 [3.55078678e-09]
 [1.03295988e-08]
 [2.40549819e-09]
 [1.14700514e-11]]","[[1.16759043e-09]
 [7.97339761e-09]
 [9.33830821e-11]
 [3.55078678e-09]
 [1.03295988e-08]
 [2.40549819e-09]
 [1.14700514e-11]]","[[ 1.02510067e-04]
 [-2.67881650e-04]
 [ 2.89904767e-05]
 [ 1.78765436e-04]
 [ 3.04903902e-04]
 [ 1.47137635e-04]
 [-1.01602393e-05]]",1
"[[8.43230320e-08]
 [5.65352822e-07]
 [6.59099573e-09]
 [2.50300258e-07]
 [7.30247046e-07]
 [1.73007547e-07]
 [1.03577483e-09]]","[[8.43230320e-08]
 [5.65352822e-07]
 [6.59099573e-09]
 [2.50300258e-07]
 [7.30247046e-07]
 [1.73007547e-07]
 [1.03577483e-09]]","[[ 8.71152850e-04]
 [-2.25569843e-03]
 [ 2.43554843e-04]
 [ 1.50090050e-03]
 [ 2.56363480e-03]
 [ 1.24782528e-03]
 [-9.65503677e-05]]",1
"[[2.92519717e-09]
 [1.98259451e-08]
 [2.09081001e-10]
 [8.93230795e-09]
 [2.58156586e-08]
 [5.93233716e-09]
 [3.04778283e-11]]","[[2.92519717e-09]
 [1.98259451e-08]
 [2.09081001e-10]
 [8.93230795e-09]
 [2.58156586e-08]
 [5.93233716e-09]
 [3.04778283e-11]]","[[ 1.62255276e-04]
 [-4.22413904e-04]
 [ 4.33789005e-05]
 [ 2.83532664e-04]
 [ 4.82017559e-04]
 [ 2.31065000e-04]
 [-1.65620184e-05]]",1
"[[1.33569505e-08]
 [9.13002478e-08]
 [8.80270018e-10]
 [4.17273763e-08]
 [1.19674590e-07]
 [2.68106638e-08]
 [1.21085767e-10]]","[[1.33569505e-08]
 [9.13002478e-08]
 [8.80270018e-10]
 [4.17273763e-08]
 [1.19674590e-07]
 [2.68106638e-08]
 [1.21085767e-10]]","[[-3.46716822e-04]
 [ 9.06477926e-04]
 [-8.90080343e-05]
 [-6.12818396e-04]
 [-1.03782046e-03]
 [-4.91218866e-04]
 [ 3.30116934e-05]]",1
"[[2.44377686e-08]
 [1.64646829e-07]
 [1.77296075e-09]
 [7.38085750e-08]
 [2.13882748e-07]
 [4.96489286e-08]
 [2.76324966e-10]]","[[2.44377686e-08]
 [1.64646829e-07]
 [1.77296075e-09]
 [7.38085750e-08]
 [2.13882748e-07]
 [4.96489286e-08]
 [2.76324966e-10]]","[[ 4.68977523e-04]
 [-1.21730089e-03]
 [ 1.26319621e-04]
 [ 8.15032009e-04]
 [ 1.38742378e-03]
 [ 6.68461186e-04]
 [-4.98690755e-05]]",1
"[[1.52135212e-07]
 [1.00703265e-06]
 [1.06563027e-08]
 [4.49773734e-07]
 [1.30552804e-06]
 [3.07409912e-07]
 [2.08442787e-09]]","[[1.52135212e-07]
 [1.00703265e-06]
 [1.06563027e-08]
 [4.49773734e-07]
 [1.30552804e-06]
 [3.07409912e-07]
 [2.08442787e-09]]","[[ 0.00117014]
 [-0.00301053]
 [ 0.00030969]
 [ 0.00201196]
 [ 0.00342779]
 [ 0.00166334]
 [-0.00013697]]",1
"[[1.25639226e-08]
 [8.42439422e-08]
 [7.99048387e-10]
 [3.83433828e-08]
 [1.10174102e-07]
 [2.50798456e-08]
 [1.43575078e-10]]","[[1.25639226e-08]
 [8.42439422e-08]
 [7.99048387e-10]
 [3.83433828e-08]
 [1.10174102e-07]
 [2.50798456e-08]
 [1.43575078e-10]]","[[ 3.36266714e-04]
 [-8.70744210e-04]
 [ 8.48023318e-05]
 [ 5.87443993e-04]
 [ 9.95774529e-04]
 [ 4.75098527e-04]
 [-3.59468455e-05]]",1
"[2.13265914e-10 2.36950175e-06 2.33023467e-06 ... 8.76290421e-05
 1.44466131e-06 6.97540413e-05]","[2.13265914e-10 2.36950175e-06 2.33023467e-06 ... 8.76290421e-05
 1.44466131e-06 6.97540413e-05]","[ 4.38108803e-05  4.61795580e-03 -4.57953185e-03 ... -2.80831155e-02
  3.60582193e-03 -2.50556655e-02]",1
"[[1.42950254e-07]
 [9.39993309e-07]
 [8.78954691e-09]
 [4.25618634e-07]
 [1.22594140e-06]
 [2.84009084e-07]
 [2.02121314e-09]]","[[1.42950254e-07]
 [9.39993309e-07]
 [8.78954691e-09]
 [4.25618634e-07]
 [1.22594140e-06]
 [2.84009084e-07]
 [2.02121314e-09]]","[[ 0.00113426]
 [-0.0029086 ]
 [ 0.00028126]
 [ 0.00195718]
 [ 0.00332167]
 [ 0.00159878]
 [-0.00013487]]",1
"[[1.27508828e-08]
 [8.48705129e-08]
 [7.10363579e-10]
 [3.91304922e-08]
 [1.11622063e-07]
 [2.50280858e-08]
 [1.52230561e-10]]","[[1.27508828e-08]
 [8.48705129e-08]
 [7.10363579e-10]
 [3.91304922e-08]
 [1.11622063e-07]
 [2.50280858e-08]
 [1.52230561e-10]]","[[ 3.38759421e-04]
 [-8.73976325e-04]
 [ 7.99579403e-05]
 [ 5.93442862e-04]
 [ 1.00229665e-03]
 [ 4.74608020e-04]
 [-3.70145248e-05]]",1
"[[1.75310403e-09]
 [1.16818481e-08]
 [9.04346839e-11]
 [5.43767646e-09]
 [1.54306445e-08]
 [3.40921753e-09]
 [2.01599757e-11]]","[[1.75310403e-09]
 [1.16818481e-08]
 [9.04346839e-11]
 [5.43767646e-09]
 [1.54306445e-08]
 [3.40921753e-09]
 [2.01599757e-11]]","[[ 1.25610256e-04]
 [-3.24247795e-04]
 [ 2.85291457e-05]
 [ 2.21221808e-04]
 [ 3.72660436e-04]
 [ 1.75165515e-04]
 [-1.34699585e-05]]",1
"[[7.22161318e-08]
 [4.73285968e-07]
 [3.58514518e-09]
 [2.19411797e-07]
 [6.23796637e-07]
 [1.39830095e-07]
 [9.98376900e-10]]","[[7.22161318e-08]
 [4.73285968e-07]
 [3.58514518e-09]
 [2.19411797e-07]
 [6.23796637e-07]
 [1.39830095e-07]
 [9.98376900e-10]]","[[ 8.06191780e-04]
 [-2.06387347e-03]
 [ 1.79628246e-04]
 [ 1.40524239e-03]
 [ 2.36942392e-03]
 [ 1.12181587e-03]
 [-9.47913081e-05]]",1
"[[2.56820665e-12]
 [1.70545773e-11]
 [1.14639610e-13]
 [8.05264883e-12]
 [2.26710584e-11]
 [4.91117092e-12]
 [2.95176497e-14]]","[[2.56820665e-12]
 [1.70545773e-11]
 [1.14639610e-13]
 [8.05264883e-12]
 [2.26710584e-11]
 [4.91117092e-12]
 [2.95176497e-14]]","[[-4.80768758e-06]
 [ 1.23891564e-05]
 [-1.01575415e-06]
 [-8.51315685e-06]
 [-1.42842405e-05]
 [-6.64834854e-06]
 [ 5.15421039e-07]]",1
"[[6.42663472e-08]
 [4.18867343e-07]
 [3.01018300e-09]
 [1.94988215e-07]
 [5.53033449e-07]
 [1.23682131e-07]
 [9.14318576e-10]]","[[6.42663472e-08]
 [4.18867343e-07]
 [3.01018300e-09]
 [1.94988215e-07]
 [5.53033449e-07]
 [1.23682131e-07]
 [9.14318576e-10]]","[[ 7.60524244e-04]
 [-1.94159885e-03]
 [ 1.64595404e-04]
 [ 1.32472410e-03]
 [ 2.23098656e-03]
 [ 1.05505411e-03]
 [-9.07131037e-05]]",1
"[[2.62329795e-07]
 [1.67858400e-06]
 [1.17125295e-08]
 [7.78271966e-07]
 [2.21128467e-06]
 [5.02391061e-07]
 [4.45581372e-09]]","[[2.62329795e-07]
 [1.67858400e-06]
 [1.17125295e-08]
 [7.78271966e-07]
 [2.21128467e-06]
 [5.02391061e-07]
 [4.45581372e-09]]","[[ 0.00153654]
 [-0.00388681]
 [ 0.00032467]
 [ 0.00264659]
 [ 0.00446112]
 [ 0.00212639]
 [-0.00020026]]",1
"[[4.68512908e-08]
 [3.03768725e-07]
 [1.87193443e-09]
 [1.43474984e-07]
 [4.03645295e-07]
 [8.86030863e-08]
 [6.74941152e-10]]","[[4.68512908e-08]
 [3.03768725e-07]
 [1.87193443e-09]
 [1.43474984e-07]
 [4.03645295e-07]
 [8.86030863e-08]
 [6.74941152e-10]]","[[ 6.49354770e-04]
 [-1.65345654e-03]
 [ 1.29797573e-04]
 [ 1.13634275e-03]
 [ 1.90599256e-03]
 [ 8.92988117e-04]
 [-7.79388887e-05]]",1
"[[4.52622394e-09]
 [2.97712178e-08]
 [1.61076795e-10]
 [1.43282189e-08]
 [3.99106880e-08]
 [8.45013028e-09]
 [5.36615869e-11]]","[[4.52622394e-09]
 [2.97712178e-08]
 [1.61076795e-10]
 [1.43282189e-08]
 [3.99106880e-08]
 [8.45013028e-09]
 [5.36615869e-11]]","[[-2.01831651e-04]
 [ 5.17630139e-04]
 [-3.80748100e-05]
 [-3.59101615e-04]
 [-5.99329786e-04]
 [-2.75773770e-04]
 [ 2.19762208e-05]]",1
"[[4.64691831e-08]
 [3.01110614e-07]
 [1.84843416e-09]
 [1.42268771e-07]
 [4.00166249e-07]
 [8.78370891e-08]
 [6.71394075e-10]]","[[4.64691831e-08]
 [3.01110614e-07]
 [1.84843416e-09]
 [1.42268771e-07]
 [4.00166249e-07]
 [8.78370891e-08]
 [6.71394075e-10]]","[[ 6.46701359e-04]
 [-1.64620640e-03]
 [ 1.28980260e-04]
 [ 1.13155598e-03]
 [ 1.89776085e-03]
 [ 8.89119678e-04]
 [-7.77338194e-05]]",1
"[8.46689904e-07 3.39065201e-06 5.33348019e-06 ... 1.91151190e-04
 3.16938343e-06 1.61754196e-04]","[8.46689904e-07 3.39065201e-06 5.33348019e-06 ... 1.91151190e-04
 3.16938343e-06 1.61754196e-04]","[ 0.00276047 -0.00552412  0.0069283  ...  0.04147723 -0.00534083
  0.03815479]",1
"[[1.17151634e-09]
 [7.68375033e-09]
 [4.16848411e-11]
 [3.69358801e-09]
 [1.02942840e-08]
 [2.18729261e-09]
 [1.43289572e-11]]","[[1.17151634e-09]
 [7.68375033e-09]
 [4.16848411e-11]
 [3.69358801e-09]
 [1.02942840e-08]
 [2.18729261e-09]
 [1.43289572e-11]]","[[-1.02682263e-04]
 [ 2.62971012e-04]
 [-1.93691396e-05]
 [-1.82324689e-04]
 [-3.04382253e-04]
 [-1.40305501e-04]
 [ 1.13560827e-05]]",1
"[[7.00920744e-08]
 [4.68116373e-07]
 [2.59466270e-09]
 [2.26210317e-07]
 [6.28914485e-07]
 [1.31319629e-07]
 [6.88386071e-10]]","[[7.00920744e-08]
 [4.68116373e-07]
 [2.59466270e-09]
 [2.26210317e-07]
 [6.28914485e-07]
 [1.31319629e-07]
 [6.88386071e-10]]","[[-7.94247235e-04]
 [ 2.05257091e-03]
 [-1.52813495e-04]
 [-1.42684717e-03]
 [-2.37912386e-03]
 [-1.08714151e-03]
 [ 7.87113374e-05]]",1
"[[1.54063596e-11]
 [1.01440016e-10]
 [6.39314616e-13]
 [4.81151283e-11]
 [1.35095221e-10]
 [2.92390992e-11]
 [1.87150983e-13]]","[[1.54063596e-11]
 [1.01440016e-10]
 [6.39314616e-13]
 [4.81151283e-11]
 [1.35095221e-10]
 [2.92390992e-11]
 [1.87150983e-13]]","[[-1.17752808e-05]
 [ 3.02152303e-05]
 [-2.39871456e-06]
 [-2.08095208e-05]
 [-3.48691409e-05]
 [-1.62219571e-05]
 [ 1.29782851e-06]]",1
"[[6.60185814e-08]
 [4.26999434e-07]
 [2.92267576e-09]
 [1.99476135e-07]
 [5.64529916e-07]
 [1.26306065e-07]
 [9.81678452e-10]]","[[6.60185814e-08]
 [4.26999434e-07]
 [2.92267576e-09]
 [1.99476135e-07]
 [5.64529916e-07]
 [1.26306065e-07]
 [9.81678452e-10]]","[[ 7.70822439e-04]
 [-1.96035581e-03]
 [ 1.62185332e-04]
 [ 1.33988254e-03]
 [ 2.25405618e-03]
 [ 1.06618694e-03]
 [-9.39952449e-05]]",1
"[[2.55469999e-07]
 [1.62327200e-06]
 [1.07492358e-08]
 [7.55619158e-07]
 [2.14174760e-06]
 [4.86331538e-07]
 [4.48693903e-09]]","[[2.55469999e-07]
 [1.62327200e-06]
 [1.07492358e-08]
 [7.55619158e-07]
 [2.14174760e-06]
 [4.86331538e-07]
 [4.48693903e-09]]","[[ 0.00151632]
 [-0.00382223]
 [ 0.00031104]
 [ 0.00260779]
 [ 0.00439041]
 [ 0.00209212]
 [-0.00020095]]",1
"[[6.12769583e-08]
 [3.93621787e-07]
 [2.31249314e-09]
 [1.86353031e-07]
 [5.23449782e-07]
 [1.15252346e-07]
 [9.38940332e-10]]","[[6.12769583e-08]
 [3.93621787e-07]
 [2.31249314e-09]
 [1.86353031e-07]
 [5.23449782e-07]
 [1.15252346e-07]
 [9.38940332e-10]]","[[ 7.42625494e-04]
 [-1.88217855e-03]
 [ 1.44265166e-04]
 [ 1.29505879e-03]
 [ 2.17049488e-03]
 [ 1.01846508e-03]
 [-9.19263998e-05]]",1
"[[2.11745968e-07]
 [1.33895133e-06]
 [7.52567932e-09]
 [6.32546845e-07]
 [1.77817079e-06]
 [3.96144638e-07]
 [3.74594289e-09]]","[[2.11745968e-07]
 [1.33895133e-06]
 [7.52567932e-09]
 [6.32546845e-07]
 [1.77817079e-06]
 [3.96144638e-07]
 [3.74594289e-09]]","[[ 0.00138048]
 [-0.00347139]
 [ 0.00026025]
 [ 0.00238598]
 [ 0.00400044]
 [ 0.0018882 ]
 [-0.00018361]]",1
"[[3.64201638e-08]
 [2.33035424e-07]
 [1.15178009e-09]
 [1.12011554e-07]
 [3.11992360e-07]
 [6.72970814e-08]
 [5.56728916e-10]]","[[3.64201638e-08]
 [2.33035424e-07]
 [1.15178009e-09]
 [1.12011554e-07]
 [3.11992360e-07]
 [6.72970814e-08]
 [5.56728916e-10]]","[[ 5.72522030e-04]
 [-1.44821228e-03]
 [ 1.01813658e-04]
 [ 1.00404381e-03]
 [ 1.67568829e-03]
 [ 7.78250431e-04]
 [-7.07853109e-05]]",1
"[[4.38278117e-09]
 [2.84015417e-08]
 [1.22825040e-10]
 [1.38908984e-08]
 [3.83367655e-08]
 [7.99707301e-09]
 [5.66199869e-11]]","[[4.38278117e-09]
 [2.84015417e-08]
 [1.22825040e-10]
 [1.38908984e-08]
 [3.83367655e-08]
 [7.99707301e-09]
 [5.66199869e-11]]","[[-1.98607730e-04]
 [ 5.05582709e-04]
 [-3.32479377e-05]
 [-3.53578966e-04]
 [-5.87393301e-04]
 [-2.68279066e-04]
 [ 2.25738761e-05]]",1
"[[1.45252884e-08]
 [9.47442142e-08]
 [4.39491041e-10]
 [4.61793083e-08]
 [1.27707691e-07]
 [2.66897372e-08]
 [1.76927950e-10]]","[[1.45252884e-08]
 [9.47442142e-08]
 [4.39491041e-10]
 [4.61793083e-08]
 [1.27707691e-07]
 [2.66897372e-08]
 [1.76927950e-10]]","[[-3.61562713e-04]
 [ 9.23416443e-04]
 [-6.28921248e-05]
 [-6.44681142e-04]
 [-1.07208639e-03]
 [-4.90109819e-04]
 [ 3.99042799e-05]]",1
"[3.44870708e-11 1.37689180e-10 2.16697262e-10 ... 7.76641508e-09
 1.29649377e-10 6.53641332e-09]","[3.44870708e-11 1.37689180e-10 2.16697262e-10 ... 7.76641508e-09
 1.29649377e-10 6.53641332e-09]","[-1.76177081e-05  3.52023099e-05 -4.41619220e-05 ... -2.64381799e-04
  3.41591041e-05 -2.42544264e-04]",1
