v,v_eff,m,t
"[4.70470336e-05 3.65038105e-07 6.13633665e-08 ... 3.16359051e-03
 1.30280748e-05 5.59218716e-05]","[4.70470336e-05 3.65038105e-07 6.13633665e-08 ... 3.16359051e-03
 1.30280748e-05 5.59218716e-05]","[-0.02057725 -0.00181255 -0.00074315 ... -0.16873741  0.01082833
 -0.02243428]",1
"[[8.60208819e-07]
 [3.14241297e-06]
 [1.89282893e-09]
 [2.16580643e-07]
 [9.88197533e-07]]","[[8.60208819e-07]
 [3.14241297e-06]
 [1.89282893e-09]
 [2.16580643e-07]
 [9.88197533e-07]]","[[ 0.00278242]
 [ 0.00531806]
 [-0.00013052]
 [ 0.00139615]
 [-0.00298224]]",1
"[[2.34624298e-06]
 [8.51196514e-06]
 [5.43280637e-09]
 [5.75936201e-07]
 [2.70096603e-06]]","[[2.34624298e-06]
 [8.51196514e-06]
 [5.43280637e-09]
 [5.75936201e-07]
 [2.70096603e-06]]","[[ 0.00459524]
 [ 0.00875258]
 [-0.00022112]
 [ 0.00227671]
 [-0.00493038]]",1
"[[4.52888747e-06]
 [1.63143160e-05]
 [1.09425712e-08]
 [1.08242883e-06]
 [5.22499195e-06]]","[[4.52888747e-06]
 [1.63143160e-05]
 [1.09425712e-08]
 [1.08242883e-06]
 [5.22499195e-06]]","[[ 0.00638435]
 [ 0.0121173 ]
 [-0.00031382]
 [ 0.0031212 ]
 [-0.00685747]]",1
"[[7.12104417e-06]
 [2.54769534e-05]
 [1.79211542e-08]
 [1.65920571e-06]
 [8.23145451e-06]]","[[7.12104417e-06]
 [2.54769534e-05]
 [1.79211542e-08]
 [1.65920571e-06]
 [8.23145451e-06]]","[[ 0.00800559]
 [ 0.01514241]
 [-0.00040161]
 [ 0.0038643 ]
 [-0.00860715]]",1
"[[1.02578286e-05]
 [3.64432174e-05]
 [2.66833024e-08]
 [2.32710897e-06]
 [1.18812782e-05]]","[[1.02578286e-05]
 [3.64432174e-05]
 [2.66833024e-08]
 [2.32710897e-06]
 [1.18812782e-05]]","[[ 0.00960835]
 [ 0.01811047]
 [-0.00049005]
 [ 0.00457646]
 [-0.01034077]]",1
"[[1.23268966e-05]
 [4.35725614e-05]
 [3.40072318e-08]
 [2.75572795e-06]
 [1.42836120e-05]]","[[1.23268966e-05]
 [4.35725614e-05]
 [3.40072318e-08]
 [2.75572795e-06]
 [1.42836120e-05]]","[[ 0.0105329 ]
 [ 0.01980285]
 [-0.00055323]
 [ 0.00498012]
 [-0.0113381 ]]",1
"[[9.69091652e-06]
 [3.43069065e-05]
 [3.12504625e-08]
 [2.22524785e-06]
 [1.11742805e-05]]","[[9.69091652e-06]
 [3.43069065e-05]
 [3.12504625e-08]
 [2.22524785e-06]
 [1.11742805e-05]]","[[ 0.00933907]
 [ 0.01757163]
 [-0.00053033]
 [ 0.00447518]
 [-0.01002839]]",1
"[[1.31614926e-05]
 [4.62678206e-05]
 [4.33087122e-08]
 [2.94208438e-06]
 [1.52056827e-05]]","[[1.31614926e-05]
 [4.62678206e-05]
 [4.33087122e-08]
 [2.94208438e-06]
 [1.52056827e-05]]","[[ 0.01088363]
 [ 0.02040614]
 [-0.00062432]
 [ 0.00514575]
 [-0.01169834]]",1
"[[1.38243182e-05]
 [4.84498245e-05]
 [4.91315271e-08]
 [3.08406650e-06]
 [1.59517710e-05]]","[[1.38243182e-05]
 [4.84498245e-05]
 [4.91315271e-08]
 [3.08406650e-06]
 [1.59517710e-05]]","[[ 0.01115432]
 [ 0.02088177]
 [-0.00066497]
 [ 0.00526845]
 [-0.0119819 ]]",1
"[[1.10544580e-05]
 [3.88027532e-05]
 [4.52972508e-08]
 [2.53349410e-06]
 [1.26935309e-05]]","[[1.10544580e-05]
 [3.88027532e-05]
 [4.52972508e-08]
 [2.53349410e-06]
 [1.26935309e-05]]","[[ 0.00997447]
 [ 0.01868756]
 [-0.00063849]
 [ 0.00477509]
 [-0.01068839]]",1
"[2.01849919e-07 2.20469810e-09 1.11838987e-09 ... 1.64343309e-05
 6.04305490e-08 1.07559897e-07]","[2.01849919e-07 2.20469810e-09 1.11838987e-09 ... 1.64343309e-05
 6.04305490e-08 1.07559897e-07]","[ 0.00134783  0.00014086  0.00010033 ...  0.01216178 -0.00073748
  0.00098389]",1
"[[9.16831972e-06]
 [3.22006622e-05]
 [4.24720176e-08]
 [2.14475800e-06]
 [1.04848570e-05]]","[[9.16831972e-06]
 [3.22006622e-05]
 [4.24720176e-08]
 [2.14475800e-06]
 [1.04848570e-05]]","[[ 0.00908377]
 [ 0.01702369]
 [-0.00061826]
 [ 0.0043935 ]
 [-0.0097141 ]]",1
"[[1.25070745e-05]
 [4.36241073e-05]
 [5.84674773e-08]
 [2.85039299e-06]
 [1.43293061e-05]]","[[1.25070745e-05]
 [4.36241073e-05]
 [5.84674773e-08]
 [2.85039299e-06]
 [1.43293061e-05]]","[[ 0.0106096 ]
 [ 0.01981456]
 [-0.0007254 ]
 [ 0.00506493]
 [-0.01135622]]",1
"[[1.61465993e-05]
 [5.59336278e-05]
 [7.60318421e-08]
 [3.58536832e-06]
 [1.85313910e-05]]","[[1.61465993e-05]
 [5.59336278e-05]
 [7.60318421e-08]
 [3.58536832e-06]
 [1.85313910e-05]]","[[ 0.01205485]
 [ 0.02243664]
 [-0.00082722]
 [ 0.00568052]
 [-0.01291443]]",1
"[[1.26892924e-05]
 [4.40577521e-05]
 [6.86343138e-08]
 [2.90745402e-06]
 [1.44853926e-05]]","[[1.26892924e-05]
 [4.40577521e-05]
 [6.86343138e-08]
 [2.90745402e-06]
 [1.44853926e-05]]","[[ 0.01068661]
 [ 0.0199128 ]
 [-0.00078594]
 [ 0.00511538]
 [-0.0114179 ]]",1
"[[9.89836731e-06]
 [3.44283592e-05]
 [6.07831210e-08]
 [2.33168761e-06]
 [1.12436596e-05]]","[[9.89836731e-06]
 [3.44283592e-05]
 [6.07831210e-08]
 [2.33168761e-06]
 [1.12436596e-05]]","[[ 0.0094385 ]
 [ 0.01760271]
 [-0.00073963]
 [ 0.00458096]
 [-0.01005947]]",1
"[[1.32654669e-05]
 [4.58248322e-05]
 [8.15338350e-08]
 [3.04581084e-06]
 [1.50944165e-05]]","[[1.32654669e-05]
 [4.58248322e-05]
 [8.15338350e-08]
 [3.04581084e-06]
 [1.50944165e-05]]","[[ 0.01092654]
 [ 0.02030821]
 [-0.00085662]
 [ 0.00523568]
 [-0.01165546]]",1
"[[1.07995116e-05]
 [3.73528681e-05]
 [7.44027133e-08]
 [2.54084584e-06]
 [1.22331784e-05]]","[[1.07995116e-05]
 [3.73528681e-05]
 [7.44027133e-08]
 [2.54084584e-06]
 [1.22331784e-05]]","[[ 0.00985878]
 [ 0.0183351 ]
 [-0.00081831]
 [ 0.00478201]
 [-0.01049279]]",1
"[[8.10304490e-06]
 [2.80804885e-05]
 [6.29704779e-08]
 [1.96099723e-06]
 [9.13288772e-06]]","[[8.10304490e-06]
 [2.80804885e-05]
 [6.29704779e-08]
 [1.96099723e-06]
 [9.13288772e-06]]","[[ 0.00853975]
 [ 0.01589731]
 [-0.00075282]
 [ 0.00420107]
 [-0.0090662 ]]",1
"[[1.09710363e-05]
 [3.77748791e-05]
 [8.53689203e-08]
 [2.59493050e-06]
 [1.23827789e-05]]","[[1.09710363e-05]
 [3.77748791e-05]
 [8.53689203e-08]
 [2.59493050e-06]
 [1.23827789e-05]]","[[ 0.00993677]
 [ 0.01843838]
 [-0.00087654]
 [ 0.00483264]
 [-0.01055675]]",1
"[[1.37148085e-05]
 [4.69446661e-05]
 [1.07498655e-07]
 [3.18068606e-06]
 [1.54943009e-05]]","[[1.37148085e-05]
 [4.69446661e-05]
 [1.07498655e-07]
 [3.18068606e-06]
 [1.54943009e-05]]","[[ 0.01111005]
 [ 0.02055485]
 [-0.00098361]
 [ 0.00535034]
 [-0.01180884]]",1
"[1.85584879e-07 1.92984884e-09 1.04385646e-09 ... 1.46591950e-05
 5.31905723e-08 1.06966267e-07]","[1.85584879e-07 1.92984884e-09 1.04385646e-09 ... 1.46591950e-05
 5.31905723e-08 1.06966267e-07]","[-1.29238690e-03 -1.31790134e-04 -9.69263026e-05 ... -1.14861985e-02
  6.91892442e-04 -9.81170935e-04]",1
"[[1.19983925e-05]
 [4.10771280e-05]
 [1.02946419e-07]
 [2.83215789e-06]
 [1.35058743e-05]]","[[1.19983925e-05]
 [4.10771280e-05]
 [1.02946419e-07]
 [2.83215789e-06]
 [1.35058743e-05]]","[[ 0.01039161]
 [ 0.01922743]
 [-0.00096256]
 [ 0.0050487 ]
 [-0.0110251 ]]",1
"[[9.16247578e-06]
 [3.14308510e-05]
 [8.80228252e-08]
 [2.22512599e-06]
 [1.02623595e-05]]","[[9.16247578e-06]
 [3.14308510e-05]
 [8.80228252e-08]
 [2.22512599e-06]
 [1.02623595e-05]]","[[ 0.00908087]
 [ 0.01681897]
 [-0.00089006]
 [ 0.00447506]
 [-0.00961048]]",1
"[[1.19095316e-05]
 [4.06050545e-05]
 [1.14394403e-07]
 [2.83245808e-06]
 [1.33539827e-05]]","[[1.19095316e-05]
 [4.06050545e-05]
 [1.14394403e-07]
 [2.83245808e-06]
 [1.33539827e-05]]","[[ 0.01035306]
 [ 0.01911663]
 [-0.00101467]
 [ 0.00504897]
 [-0.01096293]]",1
"[[8.83272475e-06]
 [3.01871501e-05]
 [9.51648678e-08]
 [2.16617349e-06]
 [9.85215052e-06]]","[[8.83272475e-06]
 [3.01871501e-05]
 [9.51648678e-08]
 [2.16617349e-06]
 [9.85215052e-06]]","[[ 0.00891597]
 [ 0.01648285]
 [-0.00092546]
 [ 0.00441538]
 [-0.00941644]]",1
"[[1.16939930e-05]
 [3.97137714e-05]
 [1.25298579e-07]
 [2.80520896e-06]
 [1.30599531e-05]]","[[1.16939930e-05]
 [3.97137714e-05]
 [1.25298579e-07]
 [2.80520896e-06]
 [1.30599531e-05]]","[[ 0.01025894]
 [ 0.01890566]
 [-0.00106193]
 [ 0.00502463]
 [-0.01084157]]",1
"[[9.11590492e-06]
 [3.10103653e-05]
 [1.08135037e-07]
 [2.24477612e-06]
 [1.01332178e-05]]","[[9.11590492e-06]
 [3.10103653e-05]
 [1.08135037e-07]
 [2.24477612e-06]
 [1.01332178e-05]]","[[ 0.00905777]
 [ 0.01670609]
 [-0.00098652]
 [ 0.00449477]
 [-0.00954981]]",1
"[[1.12375648e-05]
 [3.80277682e-05]
 [1.34216288e-07]
 [2.72458500e-06]
 [1.24970658e-05]]","[[1.12375648e-05]
 [3.80277682e-05]
 [1.34216288e-07]
 [2.72458500e-06]
 [1.24970658e-05]]","[[ 0.01005674]
 [ 0.0185    ]
 [-0.00109907]
 [ 0.0049519 ]
 [-0.01060536]]",1
"[[1.48466786e-05]
 [4.98903888e-05]
 [1.74132827e-07]
 [3.50619775e-06]
 [1.65385568e-05]]","[[1.48466786e-05]
 [4.98903888e-05]
 [1.74132827e-07]
 [3.50619775e-06]
 [1.65385568e-05]]","[[ 0.01155942]
 [ 0.02118994]
 [-0.00125188]
 [ 0.00561745]
 [-0.01220029]]",1
"[[1.15596272e-05]
 [3.89358580e-05]
 [1.50887464e-07]
 [2.81381754e-06]
 [1.28112300e-05]]","[[1.15596272e-05]
 [3.89358580e-05]
 [1.50887464e-07]
 [2.81381754e-06]
 [1.28112300e-05]]","[[ 0.01019984]
 [ 0.01871958]
 [-0.00116533]
 [ 0.00503233]
 [-0.01073783]]",1
"[[8.81623037e-06]
 [2.97546565e-05]
 [1.27207299e-07]
 [2.20638306e-06]
 [9.72369814e-06]]","[[8.81623037e-06]
 [2.97546565e-05]
 [1.27207299e-07]
 [2.20638306e-06]
 [9.72369814e-06]]","[[ 0.00890764]
 [ 0.01636435]
 [-0.00106998]
 [ 0.00445617]
 [-0.00935485]]",1
"[3.54804129e-07 3.69888074e-09 1.98504711e-09 ... 2.80381720e-05
 1.01469891e-07 1.98109019e-07]","[3.54804129e-07 3.69888074e-09 1.98504711e-09 ... 2.80381720e-05
 1.01469891e-07 1.98109019e-07]","[ 0.00178696  0.00018246  0.00013366 ...  0.01588532 -0.00095563
  0.00133528]",1
"[[9.98785797e-06]
 [3.35781681e-05]
 [1.47151512e-07]
 [2.48132035e-06]
 [1.10095844e-05]]","[[9.98785797e-06]
 [3.35781681e-05]
 [1.47151512e-07]
 [2.48132035e-06]
 [1.10095844e-05]]","[[ 0.00948107]
 [ 0.017384  ]
 [-0.00115081]
 [ 0.00472566]
 [-0.00995421]]",1
"[[9.10946651e-06]
 [3.06024011e-05]
 [1.42714060e-07]
 [2.28880764e-06]
 [1.00129232e-05]]","[[9.10946651e-06]
 [3.06024011e-05]
 [1.42714060e-07]
 [2.28880764e-06]
 [1.00129232e-05]]","[[ 0.00905457]
 [ 0.01659583]
 [-0.00113333]
 [ 0.00453864]
 [-0.00949296]]",1
"[[9.46841697e-06]
 [3.17246558e-05]
 [1.53689939e-07]
 [2.37912608e-06]
 [1.03921803e-05]]","[[9.46841697e-06]
 [3.17246558e-05]
 [1.53689939e-07]
 [2.37912608e-06]
 [1.03921803e-05]]","[[ 0.00923124]
 [ 0.01689739]
 [-0.0011761 ]
 [ 0.00462732]
 [-0.00967107]]",1
"[[1.19186314e-05]
 [3.97083318e-05]
 [1.92383264e-07]
 [2.94129430e-06]
 [1.30904872e-05]]","[[1.19186314e-05]
 [3.97083318e-05]
 [1.92383264e-07]
 [2.94129430e-06]
 [1.30904872e-05]]","[[ 0.01035701]
 [ 0.01890436]
 [-0.00131585]
 [ 0.00514506]
 [-0.01085423]]",1
"[[1.42275203e-05]
 [4.71532682e-05]
 [2.29491881e-07]
 [3.45704472e-06]
 [1.56319166e-05]]","[[1.42275203e-05]
 [4.71532682e-05]
 [2.29491881e-07]
 [3.45704472e-06]
 [1.56319166e-05]]","[[ 0.01131582]
 [ 0.02060047]
 [-0.00143716]
 [ 0.00557794]
 [-0.01186117]]",1
"[[1.06946424e-05]
 [3.55456917e-05]
 [1.91631383e-07]
 [2.68484823e-06]
 [1.16877074e-05]]","[[1.06946424e-05]
 [3.55456917e-05]
 [1.91631383e-07]
 [2.68484823e-06]
 [1.16877074e-05]]","[[ 0.0098108 ]
 [ 0.01788606]
 [-0.00131327]
 [ 0.00491565]
 [-0.01025619]]",1
"[[7.48825041e-06]
 [2.49626148e-05]
 [1.49010021e-07]
 [1.94266358e-06]
 [8.13947978e-06]]","[[7.48825041e-06]
 [2.49626148e-05]
 [1.49010021e-07]
 [1.94266358e-06]
 [8.13947978e-06]]","[[ 0.0082094 ]
 [ 0.01498878]
 [-0.00115805]
 [ 0.00418138]
 [-0.00855893]]",1
"[[1.08616528e-05]
 [3.59432579e-05]
 [2.09731747e-07]
 [2.74101217e-06]
 [1.18280178e-05]]","[[1.08616528e-05]
 [3.59432579e-05]
 [2.09731747e-07]
 [2.74101217e-06]
 [1.18280178e-05]]","[[ 0.00988711]
 [ 0.01798581]
 [-0.00137389]
 [ 0.0049668 ]
 [-0.01031757]]",1
"[[8.74856563e-06]
 [2.89844892e-05]
 [1.82951430e-07]
 [2.25737575e-06]
 [9.48785012e-06]]","[[8.74856563e-06]
 [2.89844892e-05]
 [1.82951430e-07]
 [2.25737575e-06]
 [9.48785012e-06]]","[[ 0.00887339]
 [ 0.01615117]
 [-0.00128318]
 [ 0.00450737]
 [-0.00924071]]",1
"[[1.12210909e-05]
 [3.69608499e-05]
 [2.31961342e-07]
 [2.84181080e-06]
 [1.21783630e-05]]","[[1.12210909e-05]
 [3.69608499e-05]
 [2.31961342e-07]
 [2.84181080e-06]
 [1.21783630e-05]]","[[ 0.01004937]
 [ 0.01823863]
 [-0.00144487]
 [ 0.0050573 ]
 [-0.01046925]]",1
"[1.64976301e-07 1.68880292e-09 9.32195946e-10 ... 1.30002013e-05
 4.76335008e-08 1.06220826e-07]","[1.64976301e-07 1.68880292e-09 9.32195946e-10 ... 1.30002013e-05
 4.76335008e-08 1.06220826e-07]","[-1.21851824e-03 -1.23285142e-04 -9.15956523e-05 ... -1.08167376e-02
  6.54753013e-04 -9.77746099e-04]",1
"[[8.07734561e-06]
 [2.66802766e-05]
 [1.84366344e-07]
 [2.11131472e-06]
 [8.72087717e-06]]","[[8.07734561e-06]
 [2.66802766e-05]
 [1.84366344e-07]
 [2.11131472e-06]
 [8.72087717e-06]]","[[ 0.0085262 ]
 [ 0.01549589]
 [-0.00128814]
 [ 0.00435911]
 [-0.00885934]]",1
"[[1.11166739e-05]
 [3.64726281e-05]
 [2.47514941e-07]
 [2.83663705e-06]
 [1.20188839e-05]]","[[1.11166739e-05]
 [3.64726281e-05]
 [2.47514941e-07]
 [2.83663705e-06]
 [1.20188839e-05]]","[[ 0.0100025 ]
 [ 0.01811777]
 [-0.00149253]
 [ 0.0050527 ]
 [-0.01040048]]",1
"[[9.57417860e-06]
 [3.14205064e-05]
 [2.27503174e-07]
 [2.48450165e-06]
 [1.03155847e-05]]","[[9.57417860e-06]
 [3.14205064e-05]
 [2.27503174e-07]
 [2.48450165e-06]
 [1.03155847e-05]]","[[ 0.00928265]
 [ 0.0168162 ]
 [-0.00143092]
 [ 0.00472869]
 [-0.00963537]]",1
"[[1.27006471e-05]
 [4.14056375e-05]
 [2.94460446e-07]
 [3.21941073e-06]
 [1.37014266e-05]]","[[1.27006471e-05]
 [4.14056375e-05]
 [2.94460446e-07]
 [3.21941073e-06]
 [1.37014266e-05]]","[[ 0.01069139]
 [ 0.01930416]
 [-0.00162793]
 [ 0.00538281]
 [-0.01110463]]",1
"[[9.46669772e-06]
 [3.09466721e-05]
 [2.41411125e-07]
 [2.47528177e-06]
 [1.01608365e-05]]","[[9.46669772e-06]
 [3.09466721e-05]
 [2.41411125e-07]
 [2.47528177e-06]
 [1.01608365e-05]]","[[ 0.0092304 ]
 [ 0.01668892]
 [-0.00147401]
 [ 0.00471991]
 [-0.00956282]]",1
"[[8.62394061e-06]
 [2.81721645e-05]
 [2.31298189e-07]
 [2.27989760e-06]
 [9.23079391e-06]]","[[8.62394061e-06]
 [2.81721645e-05]
 [2.31298189e-07]
 [2.27989760e-06]
 [9.23079391e-06]]","[[ 0.00880996]
 [ 0.01592324]
 [-0.0014428 ]
 [ 0.0045298 ]
 [-0.00911467]]",1
"[[6.73968207e-06]
 [2.20425045e-05]
 [1.94505396e-07]
 [1.82062596e-06]
 [7.18513608e-06]]","[[6.73968207e-06]
 [2.20425045e-05]
 [1.94505396e-07]
 [1.82062596e-06]
 [7.18513608e-06]]","[[ 0.00778827]
 [ 0.01408483]
 [-0.00132308]
 [ 0.00404792]
 [-0.00804153]]",1
"[[9.38934351e-06]
 [3.05113763e-05]
 [2.64623957e-07]
 [2.48117943e-06]
 [1.00211120e-05]]","[[9.38934351e-06]
 [3.05113763e-05]
 [2.64623957e-07]
 [2.48117943e-06]
 [1.00211120e-05]]","[[ 0.00919261]
 [ 0.01657113]
 [-0.00154325]
 [ 0.00472553]
 [-0.00949684]]",1
"[[7.94346531e-06]
 [2.58212302e-05]
 [2.38070351e-07]
 [2.13448551e-06]
 [8.44905006e-06]]","[[7.94346531e-06]
 [2.58212302e-05]
 [2.38070351e-07]
 [2.13448551e-06]
 [8.44905006e-06]]","[[ 0.00845525]
 [ 0.01524438]
 [-0.00146377]
 [ 0.00438296]
 [-0.00872017]]",1
"[[5.36533722e-06]
 [1.74867800e-05]
 [1.75886399e-07]
 [1.48514101e-06]
 [5.67868888e-06]]","[[5.36533722e-06]
 [1.74867800e-05]
 [1.75886399e-07]
 [1.48514101e-06]
 [5.67868888e-06]]","[[ 0.00694896]
 [ 0.01254516]
 [-0.00125816]
 [ 0.00365599]
 [-0.007149  ]]",1
"[1.16106998e-06 1.16141185e-08 6.69955819e-09 ... 9.00591951e-05
 3.27614494e-07 7.30510406e-07]","[1.16106998e-06 1.16141185e-08 6.69955819e-09 ... 9.00591951e-05
 3.27614494e-07 7.30510406e-07]","[ 0.00323259  0.00032331  0.00024555 ...  0.02846986 -0.00171713
  0.0025641 ]",1
"[[7.86622404e-06]
 [2.54707689e-05]
 [2.51253897e-07]
 [2.12922924e-06]
 [8.33534169e-06]]","[[7.86622404e-06]
 [2.54707689e-05]
 [2.51253897e-07]
 [2.12922924e-06]
 [8.33534169e-06]]","[[ 0.00841404]
 [ 0.01514057]
 [-0.00150376]
 [ 0.00437756]
 [-0.0086613 ]]",1
"[[1.05473363e-05]
 [3.39384563e-05]
 [3.29016579e-07]
 [2.79532243e-06]
 [1.11871231e-05]]","[[1.05473363e-05]
 [3.39384563e-05]
 [3.29016579e-07]
 [2.79532243e-06]
 [1.11871231e-05]]","[[ 0.009743  ]
 [ 0.01747702]
 [-0.0017208 ]
 [ 0.00501577]
 [-0.01003415]]",1
"[[7.59130495e-06]
 [2.44936528e-05]
 [2.59031407e-07]
 [2.07383009e-06]
 [8.01194413e-06]]","[[7.59130495e-06]
 [2.44936528e-05]
 [2.59031407e-07]
 [2.07383009e-06]
 [8.01194413e-06]]","[[ 0.0082657 ]
 [ 0.01484732]
 [-0.00152685]
 [ 0.00432024]
 [-0.00849161]]",1
"[[1.06140042e-05]
 [3.40126546e-05]
 [3.50879288e-07]
 [2.82990035e-06]
 [1.12169431e-05]]","[[1.06140042e-05]
 [3.40126546e-05]
 [3.50879288e-07]
 [2.82990035e-06]
 [1.12169431e-05]]","[[ 0.00977374]
 [ 0.01749611]
 [-0.00177705]
 [ 0.00504669]
 [-0.01004751]]",1
"[[7.29433369e-06]
 [2.34536565e-05]
 [2.65577997e-07]
 [2.01163054e-06]
 [7.66763065e-06]]","[[7.29433369e-06]
 [2.34536565e-05]
 [2.65577997e-07]
 [2.01163054e-06]
 [7.66763065e-06]]","[[ 0.00810241]
 [ 0.01452869]
 [-0.00154603]
 [ 0.00425496]
 [-0.00830715]]",1
"[[4.94732148e-06]
 [1.59458369e-05]
 [1.95788636e-07]
 [1.40312820e-06]
 [5.17608581e-06]]","[[4.94732148e-06]
 [1.59458369e-05]
 [1.95788636e-07]
 [1.40312820e-06]
 [5.17608581e-06]]","[[ 0.00667277]
 [ 0.01197967]
 [-0.00132744]
 [ 0.00355361]
 [-0.0068253 ]]",1
"[[7.77998312e-06]
 [2.48948655e-05]
 [2.96682617e-07]
 [2.14946909e-06]
 [8.15249766e-06]]","[[7.77998312e-06]
 [2.48948655e-05]
 [2.96682617e-07]
 [2.14946909e-06]
 [8.15249766e-06]]","[[ 0.00836779]
 [ 0.01496843]
 [-0.00163406]
 [ 0.00439832]
 [-0.00856577]]",1
"[[1.10763983e-05]
 [3.51872326e-05]
 [4.06621903e-07]
 [2.98033368e-06]
 [1.16244535e-05]]","[[1.10763983e-05]
 [3.51872326e-05]
 [4.06621903e-07]
 [2.98033368e-06]
 [1.16244535e-05]]","[[ 0.00998437]
 [ 0.01779565]
 [-0.00191301]
 [ 0.00517909]
 [-0.0102284 ]]",1
"[[7.90549267e-06]
 [2.51908084e-05]
 [3.17740502e-07]
 [2.19583447e-06]
 [8.25469297e-06]]","[[7.90549267e-06]
 [2.51908084e-05]
 [3.17740502e-07]
 [2.19583447e-06]
 [8.25469297e-06]]","[[ 0.00843501]
 [ 0.01505713]
 [-0.00169105]
 [ 0.0044455 ]
 [-0.00861929]]",1
"[[5.66788195e-06]
 [1.80982344e-05]
 [2.46116681e-07]
 [1.61566141e-06]
 [5.89209005e-06]]","[[5.66788195e-06]
 [1.80982344e-05]
 [2.46116681e-07]
 [1.61566141e-06]
 [5.89209005e-06]]","[[ 0.00714219]
 [ 0.01276261]
 [-0.0014883 ]
 [ 0.00381326]
 [-0.00728209]]",1
"[2.83915694e-07 2.83532999e-09 1.62607744e-09 ... 2.19996345e-05
 7.99697881e-08 1.78318371e-07]","[2.83915694e-07 2.83532999e-09 1.62607744e-09 ... 2.19996345e-05
 7.99697881e-08 1.78318371e-07]","[ 0.00159851  0.00015974  0.00012097 ...  0.01407113 -0.00084837
  0.00126683]",1
